"date","year","month","age_group","gender","race","region","unemployment_rate"
"2022-02-01",2022,2,"25-34","Male","Black","West",9.12
"2022-02-01",2022,2,"25-34","Male","Hispanic","Northeast",6.49
"2022-02-01",2022,2,"25-34","Male","Hispanic","South",7.9
"2022-02-01",2022,2,"25-34","Male","Hispanic","Midwest",7.18
"2022-02-01",2022,2,"25-34","Male","Hispanic","West",7.18
"2022-02-01",2022,2,"25-34","Male","Asian","Northeast",3.69
"2022-02-01",2022,2,"25-34","Male","Asian","South",4.85
"2022-02-01",2022,2,"25-34","Male","Asian","Midwest",4.56
"2022-02-01",2022,2,"25-34","Male","Asian","West",4.04
"2022-02-01",2022,2,"25-34","Male","Other","Northeast",6.13
"2022-02-01",2022,2,"25-34","Male","Other","South",6.97
"2022-02-01",2022,2,"25-34","Male","Other","Midwest",6.37
"2022-02-01",2022,2,"25-34","Male","Other","West",5.82
"2022-02-01",2022,2,"25-34","Female","White","Northeast",5.24
"2022-02-01",2022,2,"25-34","Female","White","South",5.3
"2022-02-01",2022,2,"25-34","Female","White","Midwest",5.55
"2022-02-01",2022,2,"25-34","Female","White","West",5.55
"2022-02-01",2022,2,"25-34","Female","Black","Northeast",8.6
"2022-02-01",2022,2,"25-34","Female","Black","South",10.03
"2022-02-01",2022,2,"25-34","Female","Black","Midwest",9.86
"2022-02-01",2022,2,"25-34","Female","Black","West",9.04
"2022-02-01",2022,2,"25-34","Female","Hispanic","Northeast",7.42
"2022-02-01",2022,2,"25-34","Female","Hispanic","South",8.5
"2022-02-01",2022,2,"25-34","Female","Hispanic","Midwest",7.87
"2022-02-01",2022,2,"25-34","Female","Hispanic","West",7.6
"2022-02-01",2022,2,"25-34","Female","Asian","Northeast",4.53
"2022-02-01",2022,2,"25-34","Female","Asian","South",4.95
"2022-02-01",2022,2,"25-34","Female","Asian","Midwest",5.21
"2022-02-01",2022,2,"25-34","Female","Asian","West",4.55
"2022-02-01",2022,2,"25-34","Female","Other","Northeast",6.57
"2022-02-01",2022,2,"25-34","Female","Other","South",7.67
"2022-02-01",2022,2,"25-34","Female","Other","Midwest",7.17
"2022-02-01",2022,2,"25-34","Female","Other","West",6.9
"2022-02-01",2022,2,"25-34","Non-binary","White","Northeast",5.09
"2022-02-01",2022,2,"25-34","Non-binary","White","South",6.08
"2022-02-01",2022,2,"25-34","Non-binary","White","Midwest",5.91
"2022-02-01",2022,2,"25-34","Non-binary","White","West",5.95
"2022-02-01",2022,2,"25-34","Non-binary","Black","Northeast",9.16
"2022-02-01",2022,2,"25-34","Non-binary","Black","South",11.14
"2022-02-01",2022,2,"25-34","Non-binary","Black","Midwest",10.66
"2022-02-01",2022,2,"25-34","Non-binary","Black","West",9.99
"2022-02-01",2022,2,"25-34","Non-binary","Hispanic","Northeast",7.77
"2022-02-01",2022,2,"25-34","Non-binary","Hispanic","South",8.94
"2022-02-01",2022,2,"25-34","Non-binary","Hispanic","Midwest",8.47
"2022-02-01",2022,2,"25-34","Non-binary","Hispanic","West",8.62
"2022-02-01",2022,2,"25-34","Non-binary","Asian","Northeast",4.44
"2022-02-01",2022,2,"25-34","Non-binary","Asian","South",5.74
"2022-02-01",2022,2,"25-34","Non-binary","Asian","Midwest",5.28
"2022-02-01",2022,2,"25-34","Non-binary","Asian","West",5.31
"2022-02-01",2022,2,"25-34","Non-binary","Other","Northeast",6.78
"2022-02-01",2022,2,"25-34","Non-binary","Other","South",7.54
"2022-02-01",2022,2,"25-34","Non-binary","Other","Midwest",7.29
"2022-02-01",2022,2,"25-34","Non-binary","Other","West",7.44
"2022-02-01",2022,2,"35-44","Male","White","Northeast",3.79
"2022-02-01",2022,2,"35-44","Male","White","South",3.92
"2022-02-01",2022,2,"35-44","Male","White","Midwest",4.62
"2022-02-01",2022,2,"35-44","Male","White","West",3.65
"2022-02-01",2022,2,"35-44","Male","Black","Northeast",7.23
"2022-02-01",2022,2,"35-44","Male","Black","South",7.91
"2022-02-01",2022,2,"35-44","Male","Black","Midwest",7.22
"2022-02-01",2022,2,"35-44","Male","Black","West",6.95
"2022-02-01",2022,2,"35-44","Male","Hispanic","Northeast",5.4
"2022-02-01",2022,2,"35-44","Male","Hispanic","South",6.63
"2022-02-01",2022,2,"35-44","Male","Hispanic","Midwest",6.26
"2022-02-01",2022,2,"35-44","Male","Hispanic","West",5.65
"2022-02-01",2022,2,"35-44","Male","Asian","Northeast",3.25
"2022-02-01",2022,2,"35-44","Male","Asian","South",3.42
"2022-02-01",2022,2,"35-44","Male","Asian","Midwest",4.21
"2022-02-01",2022,2,"35-44","Male","Asian","West",3.76
"2022-02-01",2022,2,"35-44","Male","Other","Northeast",5.08
"2022-02-01",2022,2,"35-44","Male","Other","South",6.01
"2022-02-01",2022,2,"35-44","Male","Other","Midwest",5.62
"2022-02-01",2022,2,"35-44","Male","Other","West",5.62
"2022-02-01",2022,2,"35-44","Female","White","Northeast",4.17
"2022-02-01",2022,2,"35-44","Female","White","South",5.06
"2022-02-01",2022,2,"35-44","Female","White","Midwest",4.25
"2022-02-01",2022,2,"35-44","Female","White","West",4.21
"2022-02-01",2022,2,"35-44","Female","Black","Northeast",7.41
"2022-02-01",2022,2,"35-44","Female","Black","South",7.84
"2022-02-01",2022,2,"35-44","Female","Black","Midwest",7.44
"2022-02-01",2022,2,"35-44","Female","Black","West",7.48
"2022-02-01",2022,2,"35-44","Female","Hispanic","Northeast",5.92
"2022-02-01",2022,2,"35-44","Female","Hispanic","South",7.1
"2022-02-01",2022,2,"35-44","Female","Hispanic","Midwest",6.96
"2022-02-01",2022,2,"35-44","Female","Hispanic","West",5.97
"2022-02-01",2022,2,"35-44","Female","Asian","Northeast",3.09
"2022-02-01",2022,2,"35-44","Female","Asian","South",4.37
"2022-02-01",2022,2,"35-44","Female","Asian","Midwest",3.58
"2022-02-01",2022,2,"35-44","Female","Asian","West",3.4
"2022-02-01",2022,2,"35-44","Female","Other","Northeast",4.77
"2022-02-01",2022,2,"35-44","Female","Other","South",5.7
"2022-02-01",2022,2,"35-44","Female","Other","Midwest",5.94
"2022-02-01",2022,2,"35-44","Female","Other","West",5.81
"2022-02-01",2022,2,"35-44","Non-binary","White","Northeast",4.32
"2022-02-01",2022,2,"35-44","Non-binary","White","South",5.45
"2022-02-01",2022,2,"35-44","Non-binary","White","Midwest",4.68
"2022-02-01",2022,2,"35-44","Non-binary","White","West",4.92
"2022-02-01",2022,2,"35-44","Non-binary","Black","Northeast",8.06
"2022-02-01",2022,2,"35-44","Non-binary","Black","South",8.6
"2022-02-01",2022,2,"35-44","Non-binary","Black","Midwest",8.14
"2022-02-01",2022,2,"35-44","Non-binary","Black","West",8.53
"2022-02-01",2022,2,"35-44","Non-binary","Hispanic","Northeast",6.81
"2022-02-01",2022,2,"35-44","Non-binary","Hispanic","South",7.2
"2022-02-01",2022,2,"35-44","Non-binary","Hispanic","Midwest",6.99
"2022-02-01",2022,2,"35-44","Non-binary","Hispanic","West",7.08
"2022-02-01",2022,2,"35-44","Non-binary","Asian","Northeast",4.04
"2022-02-01",2022,2,"35-44","Non-binary","Asian","South",4.21
"2022-02-01",2022,2,"35-44","Non-binary","Asian","Midwest",4.65
"2022-02-01",2022,2,"35-44","Non-binary","Asian","West",3.9
"2022-02-01",2022,2,"35-44","Non-binary","Other","Northeast",5.38
"2022-02-01",2022,2,"35-44","Non-binary","Other","South",6.59
"2022-02-01",2022,2,"35-44","Non-binary","Other","Midwest",6.67
"2022-02-01",2022,2,"35-44","Non-binary","Other","West",5.88
"2022-02-01",2022,2,"45-54","Male","White","Northeast",3.9
"2022-02-01",2022,2,"45-54","Male","White","South",4.28
"2022-02-01",2022,2,"45-54","Male","White","Midwest",4.68
"2022-02-01",2022,2,"45-54","Male","White","West",4.13
"2022-02-01",2022,2,"45-54","Male","Black","Northeast",6.7
"2022-02-01",2022,2,"45-54","Male","Black","South",8.47
"2022-02-01",2022,2,"45-54","Male","Black","Midwest",7.59
"2022-02-01",2022,2,"45-54","Male","Black","West",7.82
"2022-02-01",2022,2,"45-54","Male","Hispanic","Northeast",5.92
"2022-02-01",2022,2,"45-54","Male","Hispanic","South",7.37
"2022-02-01",2022,2,"45-54","Male","Hispanic","Midwest",6.91
"2022-02-01",2022,2,"45-54","Male","Hispanic","West",6.62
"2022-02-01",2022,2,"45-54","Male","Asian","Northeast",3.62
"2022-02-01",2022,2,"45-54","Male","Asian","South",3.77
"2022-02-01",2022,2,"45-54","Male","Asian","Midwest",3.53
"2022-02-01",2022,2,"45-54","Male","Asian","West",3.94
"2022-02-01",2022,2,"45-54","Male","Other","Northeast",5.38
"2022-02-01",2022,2,"45-54","Male","Other","South",6.1
"2022-02-01",2022,2,"45-54","Male","Other","Midwest",5.8
"2022-02-01",2022,2,"45-54","Male","Other","West",5.59
"2022-02-01",2022,2,"45-54","Female","White","Northeast",4.52
"2022-02-01",2022,2,"45-54","Female","White","South",5.11
"2022-02-01",2022,2,"45-54","Female","White","Midwest",4.56
"2022-02-01",2022,2,"45-54","Female","White","West",4.72
"2022-02-01",2022,2,"45-54","Female","Black","Northeast",7.99
"2022-02-01",2022,2,"45-54","Female","Black","South",8.94
"2022-02-01",2022,2,"45-54","Female","Black","Midwest",7.93
"2022-02-01",2022,2,"45-54","Female","Black","West",8.15
"2022-02-01",2022,2,"45-54","Female","Hispanic","Northeast",6.48
"2022-02-01",2022,2,"45-54","Female","Hispanic","South",6.89
"2022-02-01",2022,2,"45-54","Female","Hispanic","Midwest",7.36
"2022-02-01",2022,2,"45-54","Female","Hispanic","West",6.09
"2022-02-01",2022,2,"45-54","Female","Asian","Northeast",3.58
"2022-02-01",2022,2,"45-54","Female","Asian","South",4.63
"2022-02-01",2022,2,"45-54","Female","Asian","Midwest",4.39
"2022-02-01",2022,2,"45-54","Female","Asian","West",4.22
"2022-02-01",2022,2,"45-54","Female","Other","Northeast",5.56
"2022-02-01",2022,2,"45-54","Female","Other","South",6.12
"2022-02-01",2022,2,"45-54","Female","Other","Midwest",5.84
"2022-02-01",2022,2,"45-54","Female","Other","West",5.67
"2022-02-01",2022,2,"45-54","Non-binary","White","Northeast",5.02
"2022-02-01",2022,2,"45-54","Non-binary","White","South",5.03
"2022-02-01",2022,2,"45-54","Non-binary","White","Midwest",4.94
"2022-02-01",2022,2,"45-54","Non-binary","White","West",4.99
"2022-02-01",2022,2,"45-54","Non-binary","Black","Northeast",7.93
"2022-02-01",2022,2,"45-54","Non-binary","Black","South",9.15
"2022-02-01",2022,2,"45-54","Non-binary","Black","Midwest",8.61
"2022-02-01",2022,2,"45-54","Non-binary","Black","West",8.49
"2022-02-01",2022,2,"45-54","Non-binary","Hispanic","Northeast",7.17
"2022-02-01",2022,2,"45-54","Non-binary","Hispanic","South",7.94
"2022-02-01",2022,2,"45-54","Non-binary","Hispanic","Midwest",7.18
"2022-02-01",2022,2,"45-54","Non-binary","Hispanic","West",7.45
"2022-02-01",2022,2,"45-54","Non-binary","Asian","Northeast",4.33
"2022-02-01",2022,2,"45-54","Non-binary","Asian","South",4.89
"2022-02-01",2022,2,"45-54","Non-binary","Asian","Midwest",4.71
"2022-02-01",2022,2,"45-54","Non-binary","Asian","West",4.61
"2022-02-01",2022,2,"45-54","Non-binary","Other","Northeast",5.44
"2022-02-01",2022,2,"45-54","Non-binary","Other","South",7.35
"2022-02-01",2022,2,"45-54","Non-binary","Other","Midwest",6.61
"2022-02-01",2022,2,"45-54","Non-binary","Other","West",6.02
"2022-02-01",2022,2,"55-64","Male","White","Northeast",5.05
"2022-02-01",2022,2,"55-64","Male","White","South",5.7
"2022-02-01",2022,2,"55-64","Male","White","Midwest",5.83
"2022-02-01",2022,2,"55-64","Male","White","West",5
"2022-02-01",2022,2,"55-64","Male","Black","Northeast",8.71
"2022-02-01",2022,2,"55-64","Male","Black","South",10.15
"2022-02-01",2022,2,"55-64","Male","Black","Midwest",10.38
"2022-02-01",2022,2,"55-64","Male","Black","West",10
"2022-02-01",2022,2,"55-64","Male","Hispanic","Northeast",7.88
"2022-02-01",2022,2,"55-64","Male","Hispanic","South",8.67
"2022-02-01",2022,2,"55-64","Male","Hispanic","Midwest",8.81
"2022-02-01",2022,2,"55-64","Male","Hispanic","West",7.46
"2022-02-01",2022,2,"55-64","Male","Asian","Northeast",4.94
"2022-02-01",2022,2,"55-64","Male","Asian","South",5.08
"2022-02-01",2022,2,"55-64","Male","Asian","Midwest",4.69
"2022-02-01",2022,2,"55-64","Male","Asian","West",4.96
"2022-02-01",2022,2,"55-64","Male","Other","Northeast",6.55
"2022-02-01",2022,2,"55-64","Male","Other","South",7.51
"2022-02-01",2022,2,"55-64","Male","Other","Midwest",7
"2022-02-01",2022,2,"55-64","Male","Other","West",7.32
"2022-02-01",2022,2,"55-64","Female","White","Northeast",4.84
"2022-02-01",2022,2,"55-64","Female","White","South",6.04
"2022-02-01",2022,2,"55-64","Female","White","Midwest",5.35
"2022-02-01",2022,2,"55-64","Female","White","West",6.01
"2022-02-01",2022,2,"55-64","Female","Black","Northeast",9.47
"2022-02-01",2022,2,"55-64","Female","Black","South",11.34
"2022-02-01",2022,2,"55-64","Female","Black","Midwest",10.1
"2022-02-01",2022,2,"55-64","Female","Black","West",10.18
"2022-02-01",2022,2,"55-64","Female","Hispanic","Northeast",8.03
"2022-02-01",2022,2,"55-64","Female","Hispanic","South",9.22
"2022-02-01",2022,2,"55-64","Female","Hispanic","Midwest",9.02
"2022-02-01",2022,2,"55-64","Female","Hispanic","West",8.49
"2022-02-01",2022,2,"55-64","Female","Asian","Northeast",5.13
"2022-02-01",2022,2,"55-64","Female","Asian","South",5.87
"2022-02-01",2022,2,"55-64","Female","Asian","Midwest",5.14
"2022-02-01",2022,2,"55-64","Female","Asian","West",5.19
"2022-02-01",2022,2,"55-64","Female","Other","Northeast",7.21
"2022-02-01",2022,2,"55-64","Female","Other","South",7.59
"2022-02-01",2022,2,"55-64","Female","Other","Midwest",7.94
"2022-02-01",2022,2,"55-64","Female","Other","West",6.98
"2022-02-01",2022,2,"55-64","Non-binary","White","Northeast",5.91
"2022-02-01",2022,2,"55-64","Non-binary","White","South",6.61
"2022-02-01",2022,2,"55-64","Non-binary","White","Midwest",6.17
"2022-02-01",2022,2,"55-64","Non-binary","White","West",6.3
"2022-02-01",2022,2,"55-64","Non-binary","Black","Northeast",10.71
"2022-02-01",2022,2,"55-64","Non-binary","Black","South",11.94
"2022-02-01",2022,2,"55-64","Non-binary","Black","Midwest",11.01
"2022-02-01",2022,2,"55-64","Non-binary","Black","West",10.84
"2022-02-01",2022,2,"55-64","Non-binary","Hispanic","Northeast",9.06
"2022-02-01",2022,2,"55-64","Non-binary","Hispanic","South",9.73
"2022-02-01",2022,2,"55-64","Non-binary","Hispanic","Midwest",9.96
"2022-02-01",2022,2,"55-64","Non-binary","Hispanic","West",9.05
"2022-02-01",2022,2,"55-64","Non-binary","Asian","Northeast",5.15
"2022-02-01",2022,2,"55-64","Non-binary","Asian","South",5.53
"2022-02-01",2022,2,"55-64","Non-binary","Asian","Midwest",5.84
"2022-02-01",2022,2,"55-64","Non-binary","Asian","West",5.6
"2022-02-01",2022,2,"55-64","Non-binary","Other","Northeast",7.04
"2022-02-01",2022,2,"55-64","Non-binary","Other","South",8.82
"2022-02-01",2022,2,"55-64","Non-binary","Other","Midwest",8.04
"2022-02-01",2022,2,"55-64","Non-binary","Other","West",8.32
"2022-03-01",2022,3,"18-24","Male","White","Northeast",8.18
"2022-03-01",2022,3,"18-24","Male","White","South",9.92
"2022-03-01",2022,3,"18-24","Male","White","Midwest",9.71
"2022-03-01",2022,3,"18-24","Male","White","West",9.21
"2022-03-01",2022,3,"18-24","Male","Black","Northeast",14.61
"2022-03-01",2022,3,"18-24","Male","Black","South",17.08
"2022-03-01",2022,3,"18-24","Male","Black","Midwest",16.3
"2022-03-01",2022,3,"18-24","Male","Black","West",15.77
"2022-03-01",2022,3,"18-24","Male","Hispanic","Northeast",12.64
"2022-03-01",2022,3,"18-24","Male","Hispanic","South",14.55
"2022-03-01",2022,3,"18-24","Male","Hispanic","Midwest",13.96
"2022-03-01",2022,3,"18-24","Male","Hispanic","West",12.88
"2022-03-01",2022,3,"18-24","Male","Asian","Northeast",7.44
"2022-03-01",2022,3,"18-24","Male","Asian","South",8.32
"2022-03-01",2022,3,"18-24","Male","Asian","Midwest",8.33
"2022-03-01",2022,3,"18-24","Male","Asian","West",7.82
"2022-03-01",2022,3,"18-24","Male","Other","Northeast",11.15
"2022-03-01",2022,3,"18-24","Male","Other","South",12.61
"2022-03-01",2022,3,"18-24","Male","Other","Midwest",11.89
"2022-03-01",2022,3,"18-24","Male","Other","West",11.94
"2022-03-01",2022,3,"18-24","Female","White","Northeast",9.14
"2022-03-01",2022,3,"18-24","Female","White","South",9.86
"2022-03-01",2022,3,"18-24","Female","White","Midwest",9.98
"2022-03-01",2022,3,"18-24","Female","White","West",9.63
"2022-03-01",2022,3,"18-24","Female","Black","Northeast",16.26
"2022-03-01",2022,3,"18-24","Female","Black","South",18.43
"2022-03-01",2022,3,"18-24","Female","Black","Midwest",17.36
"2022-03-01",2022,3,"18-24","Female","Black","West",17.03
"2022-03-01",2022,3,"18-24","Female","Hispanic","Northeast",12.82
"2022-03-01",2022,3,"18-24","Female","Hispanic","South",15.21
"2022-03-01",2022,3,"18-24","Female","Hispanic","Midwest",14.64
"2022-03-01",2022,3,"18-24","Female","Hispanic","West",13.5
"2022-03-01",2022,3,"18-24","Female","Asian","Northeast",8.22
"2022-03-01",2022,3,"18-24","Female","Asian","South",9.63
"2022-03-01",2022,3,"18-24","Female","Asian","Midwest",9.15
"2022-03-01",2022,3,"18-24","Female","Asian","West",8.61
"2022-03-01",2022,3,"18-24","Female","Other","Northeast",11.89
"2022-03-01",2022,3,"18-24","Female","Other","South",12.95
"2022-03-01",2022,3,"18-24","Female","Other","Midwest",12.14
"2022-03-01",2022,3,"18-24","Female","Other","West",12
"2022-03-01",2022,3,"18-24","Non-binary","White","Northeast",9.46
"2022-03-01",2022,3,"18-24","Non-binary","White","South",11.27
"2022-03-01",2022,3,"18-24","Non-binary","White","Midwest",11.03
"2022-03-01",2022,3,"18-24","Non-binary","White","West",10.23
"2022-03-01",2022,3,"18-24","Non-binary","Black","Northeast",16.97
"2022-03-01",2022,3,"18-24","Non-binary","Black","South",20.01
"2022-03-01",2022,3,"18-24","Non-binary","Black","Midwest",18.99
"2022-03-01",2022,3,"18-24","Non-binary","Black","West",17.88
"2022-03-01",2022,3,"18-24","Non-binary","Hispanic","Northeast",14.03
"2022-03-01",2022,3,"18-24","Non-binary","Hispanic","South",17.18
"2022-03-01",2022,3,"18-24","Non-binary","Hispanic","Midwest",15.65
"2022-03-01",2022,3,"18-24","Non-binary","Hispanic","West",15.26
"2022-03-01",2022,3,"18-24","Non-binary","Asian","Northeast",8.39
"2022-03-01",2022,3,"18-24","Non-binary","Asian","South",10.23
"2022-03-01",2022,3,"18-24","Non-binary","Asian","Midwest",9.27
"2022-03-01",2022,3,"18-24","Non-binary","Asian","West",9.47
"2022-03-01",2022,3,"18-24","Non-binary","Other","Northeast",12.71
"2022-03-01",2022,3,"18-24","Non-binary","Other","South",14.13
"2022-03-01",2022,3,"18-24","Non-binary","Other","Midwest",13.33
"2022-03-01",2022,3,"18-24","Non-binary","Other","West",12.88
"2022-03-01",2022,3,"25-34","Male","White","Northeast",4.59
"2022-03-01",2022,3,"25-34","Male","White","South",5.14
"2022-03-01",2022,3,"25-34","Male","White","Midwest",5.51
"2022-03-01",2022,3,"25-34","Male","White","West",4.34
"2022-03-01",2022,3,"25-34","Male","Black","Northeast",7.86
"2022-03-01",2022,3,"25-34","Male","Black","South",9.73
"2022-03-01",2022,3,"25-34","Male","Black","Midwest",9.33
"2022-03-01",2022,3,"25-34","Male","Black","West",8.85
"2022-03-01",2022,3,"25-34","Male","Hispanic","Northeast",6.52
"2022-03-01",2022,3,"25-34","Male","Hispanic","South",8.47
"2022-03-01",2022,3,"25-34","Male","Hispanic","Midwest",7.51
"2022-03-01",2022,3,"25-34","Male","Hispanic","West",7.15
"2022-03-01",2022,3,"25-34","Male","Asian","Northeast",4.2
"2022-03-01",2022,3,"25-34","Male","Asian","South",5.06
"2022-03-01",2022,3,"25-34","Male","Asian","Midwest",4.91
"2022-03-01",2022,3,"25-34","Male","Asian","West",4.27
"2022-03-01",2022,3,"25-34","Male","Other","Northeast",6.07
"2022-03-01",2022,3,"25-34","Male","Other","South",6.79
"2022-03-01",2022,3,"25-34","Male","Other","Midwest",6.35
"2022-03-01",2022,3,"25-34","Male","Other","West",6.58
"2022-03-01",2022,3,"25-34","Female","White","Northeast",5.1
"2022-03-01",2022,3,"25-34","Female","White","South",5.48
"2022-03-01",2022,3,"25-34","Female","White","Midwest",4.89
"2022-03-01",2022,3,"25-34","Female","White","West",5.2
"2022-03-01",2022,3,"25-34","Female","Black","Northeast",8.96
"2022-03-01",2022,3,"25-34","Female","Black","South",9.7
"2022-03-01",2022,3,"25-34","Female","Black","Midwest",9.27
"2022-03-01",2022,3,"25-34","Female","Black","West",8.92
"2022-03-01",2022,3,"25-34","Female","Hispanic","Northeast",6.87
"2022-03-01",2022,3,"25-34","Female","Hispanic","South",8.4
"2022-03-01",2022,3,"25-34","Female","Hispanic","Midwest",8.05
"2022-03-01",2022,3,"25-34","Female","Hispanic","West",7.73
"2022-03-01",2022,3,"25-34","Female","Asian","Northeast",3.87
"2022-03-01",2022,3,"25-34","Female","Asian","South",4.84
"2022-03-01",2022,3,"25-34","Female","Asian","Midwest",4.55
"2022-03-01",2022,3,"25-34","Female","Asian","West",4.29
"2022-03-01",2022,3,"25-34","Female","Other","Northeast",5.98
"2022-03-01",2022,3,"25-34","Female","Other","South",7.29
"2022-03-01",2022,3,"25-34","Female","Other","Midwest",6.57
"2022-03-01",2022,3,"25-34","Female","Other","West",7.11
"2022-03-01",2022,3,"25-34","Non-binary","White","Northeast",5.36
"2022-03-01",2022,3,"25-34","Non-binary","White","South",5.97
"2022-03-01",2022,3,"25-34","Non-binary","White","Midwest",5.89
"2022-03-01",2022,3,"25-34","Non-binary","White","West",5.34
"2022-03-01",2022,3,"25-34","Non-binary","Black","Northeast",9.72
"2022-03-01",2022,3,"25-34","Non-binary","Black","South",10.74
"2022-03-01",2022,3,"25-34","Non-binary","Black","Midwest",10.98
"2022-03-01",2022,3,"25-34","Non-binary","Black","West",10.21
"2022-03-01",2022,3,"25-34","Non-binary","Hispanic","Northeast",7.87
"2022-03-01",2022,3,"25-34","Non-binary","Hispanic","South",9.49
"2022-03-01",2022,3,"25-34","Non-binary","Hispanic","Midwest",9.24
"2022-03-01",2022,3,"25-34","Non-binary","Hispanic","West",7.87
"2022-03-01",2022,3,"25-34","Non-binary","Asian","Northeast",4.29
"2022-03-01",2022,3,"25-34","Non-binary","Asian","South",5.23
"2022-03-01",2022,3,"25-34","Non-binary","Asian","Midwest",4.8
"2022-03-01",2022,3,"25-34","Non-binary","Asian","West",5.01
"2022-03-01",2022,3,"25-34","Non-binary","Other","Northeast",6.53
"2022-03-01",2022,3,"25-34","Non-binary","Other","South",8.02
"2022-03-01",2022,3,"25-34","Non-binary","Other","Midwest",7.49
"2022-03-01",2022,3,"25-34","Non-binary","Other","West",7.29
"2022-03-01",2022,3,"35-44","Male","White","Northeast",3.73
"2022-03-01",2022,3,"35-44","Male","White","South",3.92
"2022-03-01",2022,3,"35-44","Male","White","Midwest",4.61
"2022-03-01",2022,3,"35-44","Male","White","West",3.9
"2022-03-01",2022,3,"35-44","Male","Black","Northeast",6.6
"2022-03-01",2022,3,"35-44","Male","Black","South",7.35
"2022-03-01",2022,3,"35-44","Male","Black","Midwest",7.84
"2022-03-01",2022,3,"35-44","Male","Black","West",7.4
"2022-03-01",2022,3,"35-44","Male","Hispanic","Northeast",5.71
"2022-03-01",2022,3,"35-44","Male","Hispanic","South",6.74
"2022-03-01",2022,3,"35-44","Male","Hispanic","Midwest",6.55
"2022-03-01",2022,3,"35-44","Male","Hispanic","West",6.13
"2022-03-01",2022,3,"35-44","Male","Asian","Northeast",3.76
"2022-03-01",2022,3,"35-44","Male","Asian","South",4.19
"2022-03-01",2022,3,"35-44","Male","Asian","Midwest",3.28
"2022-03-01",2022,3,"35-44","Male","Asian","West",3.53
"2022-03-01",2022,3,"35-44","Male","Other","Northeast",5.13
"2022-03-01",2022,3,"35-44","Male","Other","South",5.62
"2022-03-01",2022,3,"35-44","Male","Other","Midwest",5.23
"2022-03-01",2022,3,"35-44","Male","Other","West",5.55
"2022-03-01",2022,3,"35-44","Female","White","Northeast",3.77
"2022-03-01",2022,3,"35-44","Female","White","South",4.13
"2022-03-01",2022,3,"35-44","Female","White","Midwest",4.01
"2022-03-01",2022,3,"35-44","Female","White","West",4.33
"2022-03-01",2022,3,"35-44","Female","Black","Northeast",6.97
"2022-03-01",2022,3,"35-44","Female","Black","South",7.75
"2022-03-01",2022,3,"35-44","Female","Black","Midwest",7.45
"2022-03-01",2022,3,"35-44","Female","Black","West",7.85
"2022-03-01",2022,3,"35-44","Female","Hispanic","Northeast",5.63
"2022-03-01",2022,3,"35-44","Female","Hispanic","South",6.43
"2022-03-01",2022,3,"35-44","Female","Hispanic","Midwest",6.55
"2022-03-01",2022,3,"35-44","Female","Hispanic","West",6.24
"2022-03-01",2022,3,"35-44","Female","Asian","Northeast",3.46
"2022-03-01",2022,3,"35-44","Female","Asian","South",4.31
"2022-03-01",2022,3,"35-44","Female","Asian","Midwest",4.2
"2022-03-01",2022,3,"35-44","Female","Asian","West",3.84
"2022-03-01",2022,3,"35-44","Female","Other","Northeast",4.65
"2022-03-01",2022,3,"35-44","Female","Other","South",5.51
"2022-03-01",2022,3,"35-44","Female","Other","Midwest",5.97
"2022-03-01",2022,3,"35-44","Female","Other","West",5.74
"2022-03-01",2022,3,"35-44","Non-binary","White","Northeast",4.5
"2022-03-01",2022,3,"35-44","Non-binary","White","South",4.85
"2022-03-01",2022,3,"35-44","Non-binary","White","Midwest",4.38
"2022-03-01",2022,3,"35-44","Non-binary","White","West",4.57
"2022-03-01",2022,3,"35-44","Non-binary","Black","Northeast",7.6
"2022-03-01",2022,3,"35-44","Non-binary","Black","South",9.1
"2022-03-01",2022,3,"35-44","Non-binary","Black","Midwest",8.48
"2022-03-01",2022,3,"35-44","Non-binary","Black","West",8.66
"2022-03-01",2022,3,"35-44","Non-binary","Hispanic","Northeast",6.47
"2022-03-01",2022,3,"35-44","Non-binary","Hispanic","South",7.03
"2022-03-01",2022,3,"35-44","Non-binary","Hispanic","Midwest",6.81
"2022-03-01",2022,3,"35-44","Non-binary","Hispanic","West",6.91
"2022-03-01",2022,3,"35-44","Non-binary","Asian","Northeast",3.51
"2022-03-01",2022,3,"35-44","Non-binary","Asian","South",4.67
"2022-03-01",2022,3,"35-44","Non-binary","Asian","Midwest",4.77
"2022-03-01",2022,3,"35-44","Non-binary","Asian","West",4.6
"2022-03-01",2022,3,"35-44","Non-binary","Other","Northeast",5.3
"2022-03-01",2022,3,"35-44","Non-binary","Other","South",6.49
"2022-03-01",2022,3,"35-44","Non-binary","Other","Midwest",5.91
"2022-03-01",2022,3,"35-44","Non-binary","Other","West",5.55
"2022-03-01",2022,3,"45-54","Male","White","Northeast",3.99
"2022-03-01",2022,3,"45-54","Male","White","South",5.01
"2022-03-01",2022,3,"45-54","Male","White","Midwest",4.73
"2022-03-01",2022,3,"45-54","Male","White","West",3.76
"2022-03-01",2022,3,"45-54","Male","Black","Northeast",6.82
"2022-03-01",2022,3,"45-54","Male","Black","South",8.68
"2022-03-01",2022,3,"45-54","Male","Black","Midwest",8.01
"2022-03-01",2022,3,"45-54","Male","Black","West",7.04
"2022-03-01",2022,3,"45-54","Male","Hispanic","Northeast",6.34
